prefecture_id,prefecture,seo_keyword,search_volume,our_slug,data_source_url,source_type,resolution,parent_group,nearby_areas,salon_count
12,千葉県,香取 メンズエステ,0,katori,/narita/katori-city/all/,city,unique,成田・富里,成田|旭|東金|富里,1
12,千葉県,東金 メンズエステ,1000,togane,/narita/togane-city/all/,city,unique,成田・富里,成田|旭|香取|富里,12
12,千葉県,富里 メンズエステ,110,tomisato,/narita/tomisato-city/all/,city,unique,成田・富里,成田|旭|香取|東金,5
12,千葉県,津田沼 メンズエステ,3600,tsudanuma,/tsudanuma/,parent_absorbed,absorbed: /tsudanuma/tsudanuma-station/all/,津田沼・習志野,北習志野|実籾|高根公団,33
12,千葉県,北習志野 メンズエステ,210,kitanarashino,/tsudanuma/kitanarashino-station/all/,station,unique,津田沼・習志野,津田沼|実籾|高根公団,1
12,千葉県,実籾 メンズエステ,140,mimomi,/tsudanuma/mimomi-station/all/,station,unique,津田沼・習志野,津田沼|北習志野|高根公団,3
12,千葉県,高根公団 メンズエステ,40,takanekodan,/tsudanuma/takanekodan-station/all/,station,unique,津田沼・習志野,津田沼|北習志野|実籾,1
12,千葉県,浦安 メンズエステ,3600,urayasu,/urayasu/,parent_absorbed,absorbed: /urayasu/urayasu-station/all/,浦安・行徳,行徳|南行徳|妙典,36
12,千葉県,行徳 メンズエステ,1900,gyotoku,/urayasu/gyotoku-station/all/,station,unique,浦安・行徳,浦安|南行徳|妙典,25
12,千葉県,南行徳 メンズエステ,390,minamigyotoku,/urayasu/minamigyotoku-station/all/,station,unique,浦安・行徳,浦安|行徳|妙典,2
12,千葉県,妙典 メンズエステ,210,myoden,/urayasu/myoden-station/all/,station,unique,浦安・行徳,浦安|行徳|南行徳,1
12,千葉県,八千代 メンズエステ,720,yachiyo,/yachiyo/,parent_absorbed,absorbed: /yachiyo/yachiyo-city/all/,八千代・四街道・佐倉,佐倉|四街道,49
12,千葉県,佐倉 メンズエステ,320,sakura,/yachiyo/sakura-city/all/,city,unique,八千代・四街道・佐倉,八千代|四街道,10
12,千葉県,四街道 メンズエステ,1000,yotsukaido,/yachiyo/yotsukaido-city/all/,city,unique,八千代・四街道・佐倉,八千代|佐倉,7
13,東京都,赤羽 メンズエステ,12100,akabane,/akabane/,parent_absorbed,absorbed: /akabane/akabane-station/all/,赤羽・王子・板橋,蓮根|十条|板橋|板橋本町|上中里,80
13,東京都,蓮根 メンズエステ,70,hasune,/akabane/hasune-station/all/,station,unique,赤羽・王子・板橋,赤羽|十条|板橋|板橋本町|上中里,1
13,東京都,十条 メンズエステ,210,higashijujo,/akabane/higashijujo-station/all/,station,unique,赤羽・王子・板橋,赤羽|蓮根|板橋|板橋本町|上中里,8
13,東京都,板橋 メンズエステ,1600,itabashi,/akabane/itabashi-station/all/,station,unique,赤羽・王子・板橋,赤羽|蓮根|十条|板橋本町|上中里,7
13,東京都,板橋本町 メンズエステ,140,itabashihoncho,/akabane/itabashihoncho-station/all/,station,unique,赤羽・王子・板橋,赤羽|蓮根|十条|板橋|上中里,2
13,東京都,上中里 メンズエステ,30,kaminakazato,/akabane/kaminakazato-station/all/,station,unique,赤羽・王子・板橋,赤羽|蓮根|十条|板橋|板橋本町,1
13,東京都,王子 メンズエステ,1900,oji,/akabane/oji-station/all/,station,unique,赤羽・王子・板橋,赤羽|蓮根|十条|板橋|板橋本町,8
13,東京都,下板橋 メンズエステ,70,shimoitabashi,/akabane/shimoitabashi-station/all/,station,unique,赤羽・王子・板橋,赤羽|蓮根|十条|板橋|板橋本町,1
13,東京都,新板橋 メンズエステ,40,shinitabashi,/akabane/shinitabashi-station/all/,station,unique,赤羽・王子・板橋,赤羽|蓮根|十条|板橋|板橋本町,3
13,東京都,高島平 メンズエステ,140,takashimadaira,/akabane/takashimadaira-station/all/,station,unique,赤羽・王子・板橋,赤羽|蓮根|十条|板橋|板橋本町,1
13,東京都,浮間舟渡 メンズエステ,70,ukimafunado,/akabane/ukimafunado-station/all/,station,unique,赤羽・王子・板橋,赤羽|蓮根|十条|板橋|板橋本町,1
13,東京都,赤坂 メンズエステ,4400,akasaka,/akasaka/,parent_cross_pref,"cross_prefecture, absorbed: /akasaka/akasaka-station/all/",赤坂,溜池山王,45
13,東京都,溜池山王 メンズエステ,90,tameikesanno,/akasaka/tameikesanno-station/all/,station,unique,赤坂,赤坂,1
13,東京都,秋葉原 メンズエステ,18100,akihabara,/akihabara/,parent_absorbed,absorbed: /akihabara/akihabara-station/all/,秋葉原,浅草橋,98
13,東京都,浅草橋 メンズエステ,1000,asakusabashi,/akihabara/asakusabashi-station/all/,station,unique,秋葉原,秋葉原,16
13,東京都,調布 メンズエステ,6600,chofu,/chofu/,parent_absorbed,absorbed: /chofu/chofu-station/all/,調布・千歳烏山,千歳烏山|仙川|つつじヶ丘,52
13,東京都,千歳烏山 メンズエステ,2400,chitosekarasuyama,/chofu/chitosekarasuyama-station/all/,station,unique,調布・千歳烏山,調布|仙川|つつじヶ丘,23
13,東京都,仙川 メンズエステ,390,senkawa,/chofu/senkawa-station/all/,station,unique,調布・千歳烏山,調布|千歳烏山|つつじヶ丘,1
13,東京都,つつじヶ丘 メンズエステ,320,tsutsujigaoka,/chofu/tsutsujigaoka-station/all/,station,unique,調布・千歳烏山,調布|千歳烏山|仙川,3
13,東京都,恵比寿 メンズエステ,27100,ebisu,/ebisu/,parent_absorbed,absorbed: /ebisu/ebisu-station/all/,恵比寿・中目黒・代官山,代官山|広尾|中目黒,73
13,東京都,代官山 メンズエステ,260,daikanyama,/ebisu/daikanyama-station/all/,station,unique,恵比寿・中目黒・代官山,恵比寿|広尾|中目黒,3
13,東京都,広尾 メンズエステ,260,hiroo,/ebisu/hiroo-station/all/,station,unique,恵比寿・中目黒・代官山,恵比寿|代官山|中目黒,4
13,東京都,中目黒 メンズエステ,5400,nakameguro,/ebisu/nakameguro-station/all/,station,unique,恵比寿・中目黒・代官山,恵比寿|代官山|広尾,24
13,東京都,府中 メンズエステ,5400,fuchu,/fuchu/,parent_absorbed,absorbed: /fuchu/fuchu-station/all/,府中・聖蹟桜ヶ丘,分倍河原|永山|聖蹟桜ヶ丘|多摩センター,55
13,東京都,分倍河原 メンズエステ,170,bubaigawara,/fuchu/bubaigawara-station/all/,station,unique,府中・聖蹟桜ヶ丘,府中|永山|聖蹟桜ヶ丘|多摩センター,3
13,東京都,永山 メンズエステ,260,nagayama,/fuchu/nagayama-station/all/,station,unique,府中・聖蹟桜ヶ丘,府中|分倍河原|聖蹟桜ヶ丘|多摩センター,4
13,東京都,聖蹟桜ヶ丘 メンズエステ,720,seisekisakuragaoka,/fuchu/seisekisakuragaoka-station/all/,station,unique,府中・聖蹟桜ヶ丘,府中|分倍河原|永山|多摩センター,12
13,東京都,多摩センター メンズエステ,1000,tamacenter,/fuchu/tamacenter-station/all/,station,unique,府中・聖蹟桜ヶ丘,府中|分倍河原|永山|聖蹟桜ヶ丘,3
13,東京都,銀座 メンズエステ,8100,ginza,/ginza/,parent_absorbed,absorbed: /ginza/ginza-station/all/,銀座,新富町|豊洲|月島,93
13,東京都,新富町 メンズエステ,1000,shintomicho,/ginza/shintomicho-station/all/,station,unique,銀座,銀座|豊洲|月島,29
13,東京都,豊洲 メンズエステ,480,toyosu,/ginza/toyosu-station/all/,station,unique,銀座,銀座|新富町|月島,1
13,東京都,月島 メンズエステ,480,tsukishima,/ginza/tsukishima-station/all/,station,unique,銀座,銀座|新富町|豊洲,2
13,東京都,五反田 メンズエステ,14800,gotanda,/gotanda/,parent,unique,五反田,旗の台|大崎,53
13,東京都,旗の台 メンズエステ,260,hatanodai,/gotanda/hatanodai-station/all/,station,unique,五反田,五反田|大崎,1
13,東京都,大崎 メンズエステ,480,osaki,/gotanda/osaki-station/all/,station_cross_pref,cross_prefecture,五反田,五反田|旗の台,3
13,東京都,八王子 メンズエステ,9900,hachioji,/hachioji/,parent_absorbed,absorbed: /hachioji/hachioji-station/all/,八王子・日野,日野|西八王子|豊田,67
13,東京都,日野 メンズエステ,210,hino,/hachioji/hino-city/all/,city,unique,八王子・日野,八王子|西八王子|豊田,1
13,東京都,西八王子 メンズエステ,260,nishihachioji,/hachioji/nishihachioji-station/all/,station,unique,八王子・日野,八王子|日野|豊田,6
13,東京都,豊田 メンズエステ,2400,toyoda,/hachioji/toyoda-station/all/,station_cross_pref,cross_prefecture,八王子・日野,八王子|日野|西八王子,3
13,東京都,拝島 メンズエステ,320,haijima,/haijima/,parent_absorbed,absorbed: /haijima/haijima-station/all/,拝島・福生,昭島|福生|羽村|東青梅|河辺,23
13,東京都,昭島 メンズエステ,480,akishima,/haijima/akishima-station/all/,station,unique,拝島・福生,拝島|福生|羽村|東青梅|河辺,2
13,東京都,福生 メンズエステ,1900,fussa,/haijima/fussa-station/all/,station,unique,拝島・福生,拝島|昭島|羽村|東青梅|河辺,15
13,東京都,羽村 メンズエステ,170,hamura,/haijima/hamura-station/all/,station,unique,拝島・福生,拝島|昭島|福生|東青梅|河辺,2
13,東京都,東青梅 メンズエステ,210,higashioume,/haijima/higashioume-station/all/,station,unique,拝島・福生,拝島|昭島|福生|羽村|河辺,1
13,東京都,河辺 メンズエステ,390,kabe,/haijima/kabe-station/all/,station,unique,拝島・福生,拝島|昭島|福生|羽村|東青梅,2
13,東京都,小作 メンズエステ,110,ozaku,/haijima/ozaku-station/all/,station,unique,拝島・福生,拝島|昭島|福生|羽村|東青梅,4
13,東京都,代田橋 メンズエステ,140,daitabashi,/hatsudai/daitabashi-station/all/,station,unique,京王線・初台・笹塚,京王線|幡ヶ谷|初台|明大前|桜上水,1
13,東京都,幡ヶ谷 メンズエステ,1300,hatagaya,/hatsudai/hatagaya-station/all/,station,unique,京王線・初台・笹塚,京王線|代田橋|初台|明大前|桜上水,9
13,東京都,初台 メンズエステ,590,hatsudai,/hatsudai/hatsudai-station/all/,station,unique,京王線・初台・笹塚,京王線|代田橋|幡ヶ谷|明大前|桜上水,10
13,東京都,明大前 メンズエステ,2400,meidaimae,/hatsudai/meidaimae-station/all/,station,unique,京王線・初台・笹塚,京王線|代田橋|幡ヶ谷|初台|桜上水,11
13,東京都,桜上水 メンズエステ,140,sakurajosui,/hatsudai/sakurajosui-station/all/,station,unique,京王線・初台・笹塚,京王線|代田橋|幡ヶ谷|初台|明大前,2
13,東京都,笹塚 メンズエステ,4400,sasazuka,/hatsudai/sasazuka-station/all/,station,unique,京王線・初台・笹塚,京王線|代田橋|幡ヶ谷|初台|明大前,21
13,東京都,下高井戸 メンズエステ,720,shimotakaido,/hatsudai/shimotakaido-station/all/,station,unique,京王線・初台・笹塚,京王線|代田橋|幡ヶ谷|初台|明大前,2
13,東京都,四ツ谷 メンズエステ,590,iidabashi,/iidabashi/,parent_absorbed,absorbed: /iidabashi/yotsuya-station/all/,四ツ谷・飯田橋・市ヶ谷,曙橋|市ヶ谷|飯田橋|神楽坂|麹町,48
13,東京都,曙橋 メンズエステ,140,akebonobashi,/iidabashi/akebonobashi-station/all/,station,unique,四ツ谷・飯田橋・市ヶ谷,四ツ谷|市ヶ谷|飯田橋|神楽坂|麹町,1
13,東京都,市ヶ谷 メンズエステ,720,ichigaya,/iidabashi/ichigaya-station/all/,station,unique,四ツ谷・飯田橋・市ヶ谷,四ツ谷|曙橋|飯田橋|神楽坂|麹町,5
13,東京都,飯田橋 メンズエステ,1600,iidabashi,/iidabashi/iidabashi-station/all/,station,unique,四ツ谷・飯田橋・市ヶ谷,四ツ谷|曙橋|市ヶ谷|神楽坂|麹町,13
13,東京都,神楽坂 メンズエステ,2400,kagurazaka,/iidabashi/kagurazaka-station/all/,station,unique,四ツ谷・飯田橋・市ヶ谷,四ツ谷|曙橋|市ヶ谷|飯田橋|麹町,16
13,東京都,麹町 メンズエステ,140,kojimachi,/iidabashi/kojimachi-station/all/,station,unique,四ツ谷・飯田橋・市ヶ谷,四ツ谷|曙橋|市ヶ谷|飯田橋|神楽坂,1
13,東京都,九段下 メンズエステ,480,kudanshita,/iidabashi/kudanshita-station/all/,station,unique,四ツ谷・飯田橋・市ヶ谷,四ツ谷|曙橋|市ヶ谷|飯田橋|神楽坂,2
13,東京都,牛込柳町 メンズエステ,40,ushigomeyanagicho,/iidabashi/ushigomeyanagicho-station/all/,station,unique,四ツ谷・飯田橋・市ヶ谷,四ツ谷|曙橋|市ヶ谷|飯田橋|神楽坂,1
13,東京都,四谷三丁目 メンズエステ,390,yotsuyasanchome,/iidabashi/yotsuyasanchome-station/all/,station,unique,四ツ谷・飯田橋・市ヶ谷,四ツ谷|曙橋|市ヶ谷|飯田橋|神楽坂,15
13,東京都,池袋 メンズエステ,27100,ikebukuro,/ikebukuro/,parent,unique,池袋,要町|小竹向原|目白|千川|椎名町,127
13,東京都,要町 メンズエステ,390,kanamecho,/ikebukuro/kanamecho-station/all/,station,unique,池袋,池袋|小竹向原|目白|千川|椎名町,2
13,東京都,小竹向原 メンズエステ,210,kotakemukaihara,/ikebukuro/kotakemukaihara-station/all/,station,unique,池袋,池袋|要町|目白|千川|椎名町,1
13,東京都,目白 メンズエステ,260,mejiro,/ikebukuro/mejiro-station/all/,station,unique,池袋,池袋|要町|小竹向原|千川|椎名町,1
13,東京都,千川 メンズエステ,260,senkawa,/ikebukuro/senkawa-station/all/,station,unique,池袋,池袋|要町|小竹向原|目白|椎名町,1
13,東京都,椎名町 メンズエステ,50,shiinamachi,/ikebukuro/shiinamachi-station/all/,station,unique,池袋,池袋|要町|小竹向原|目白|千川,1
13,東京都,自由が丘 メンズエステ,4400,jiyugaoka,/jiyugaoka/,parent_absorbed,absorbed: /jiyugaoka/jiyugaoka-station/all/,自由が丘・学芸大学,田園調布|学芸大学|奥沢|等々力|都立大学,41
13,東京都,田園調布 メンズエステ,110,denenchofu,/jiyugaoka/denenchofu-station/all/,station,unique,自由が丘・学芸大学,自由が丘|学芸大学|奥沢|等々力|都立大学,1
13,東京都,学芸大学 メンズエステ,2400,gakugeidaigaku,/jiyugaoka/gakugeidaigaku-station/all/,station,unique,自由が丘・学芸大学,自由が丘|田園調布|奥沢|等々力|都立大学,19
13,東京都,奥沢 メンズエステ,50,okusawa,/jiyugaoka/okusawa-station/all/,station,unique,自由が丘・学芸大学,自由が丘|田園調布|学芸大学|等々力|都立大学,1
13,東京都,等々力 メンズエステ,170,todoroki,/jiyugaoka/todoroki-station/all/,station,unique,自由が丘・学芸大学,自由が丘|田園調布|学芸大学|奥沢|都立大学,2
13,東京都,都立大学 メンズエステ,480,toritsudaigaku,/jiyugaoka/toritsudaigaku-station/all/,station,unique,自由が丘・学芸大学,自由が丘|田園調布|学芸大学|奥沢|等々力,2
13,東京都,祐天寺 メンズエステ,320,yutenji,/jiyugaoka/yutenji-station/all/,station,unique,自由が丘・学芸大学,自由が丘|田園調布|学芸大学|奥沢|等々力,1
13,東京都,蒲田 メンズエステ,9900,kamata,/kamata/,parent,unique,蒲田,青物横丁|大井町|大森|大森海岸,128
13,東京都,青物横丁 メンズエステ,90,aomonoyokocho,/kamata/aomonoyokocho-station/all/,station,unique,蒲田,蒲田|大井町|大森|大森海岸,1
13,東京都,大井町 メンズエステ,6600,oimachi,/kamata/oimachi-station/all/,station,unique,蒲田,蒲田|青物横丁|大森|大森海岸,40
13,東京都,大森 メンズエステ,4400,omori,/kamata/omori-station/all/,station_cross_pref,cross_prefecture,蒲田,蒲田|青物横丁|大井町|大森海岸,20
13,東京都,大森海岸 メンズエステ,50,omorikaigan,/kamata/omorikaigan-station/all/,station,unique,蒲田,蒲田|青物横丁|大井町|大森,3
13,東京都,北千住 メンズエステ,12100,kameari,/kameari/,parent_absorbed,absorbed: /kameari/kitasenju-station/all/,北千住・亀有,青砥|綾瀬|五反野|堀切菖蒲園|亀有,111
13,東京都,青砥 メンズエステ,480,aoto,/kameari/aoto-station/all/,station,unique,北千住・亀有,北千住|綾瀬|五反野|堀切菖蒲園|亀有,8
13,東京都,綾瀬 メンズエステ,1900,ayase,/kameari/ayase-station/all/,station,unique,北千住・亀有,北千住|青砥|五反野|堀切菖蒲園|亀有,23
13,東京都,五反野 メンズエステ,140,gotanno,/kameari/gotanno-station/all/,station,unique,北千住・亀有,北千住|青砥|綾瀬|堀切菖蒲園|亀有,2
13,東京都,堀切菖蒲園 メンズエステ,90,horikirishobuen,/kameari/horikirishobuen-station/all/,station,unique,北千住・亀有,北千住|青砥|綾瀬|五反野|亀有,1
13,東京都,亀有 メンズエステ,2900,kameari,/kameari/kameari-station/all/,station,unique,北千住・亀有,北千住|青砥|綾瀬|五反野|堀切菖蒲園,17
13,東京都,金町 メンズエステ,1000,kanamachi,/kameari/kanamachi-station/all/,station,unique,北千住・亀有,北千住|青砥|綾瀬|五反野|堀切菖蒲園,11
13,東京都,北綾瀬 メンズエステ,210,kitaayase,/kameari/kitaayase-station/all/,station,unique,北千住・亀有,北千住|青砥|綾瀬|五反野|堀切菖蒲園,1
13,東京都,南千住 メンズエステ,210,minamisenju,/kameari/minamisenju-station/all/,station,unique,北千住・亀有,北千住|青砥|綾瀬|五反野|堀切菖蒲園,3
13,東京都,西新井 メンズエステ,1600,nishiarai,/kameari/nishiarai-station/all/,station,unique,北千住・亀有,北千住|青砥|綾瀬|五反野|堀切菖蒲園,8
13,東京都,竹ノ塚 メンズエステ,1300,takenozuka,/kameari/takenozuka-station/all/,station,unique,北千住・亀有,北千住|青砥|綾瀬|五反野|堀切菖蒲園,15
13,東京都,亀戸 メンズエステ,2900,kameido,/kameido/,parent_absorbed,absorbed: /kameido/kameido-station/all/,亀戸・小岩,平井|小岩|西大島|大島|新小岩,59
13,東京都,平井 メンズエステ,720,hirai,/kameido/hirai-station/all/,station,unique,亀戸・小岩,亀戸|小岩|西大島|大島|新小岩,10
13,東京都,小岩 メンズエステ,1600,koiwa,/kameido/koiwa-station/all/,station,unique,亀戸・小岩,亀戸|平井|西大島|大島|新小岩,12
13,東京都,西大島 メンズエステ,170,nishiojima,/kameido/nishiojima-station/all/,station,unique,亀戸・小岩,亀戸|平井|小岩|大島|新小岩,4
13,東京都,大島 メンズエステ,210,ojima,/kameido/ojima-station/all/,station,unique,亀戸・小岩,亀戸|平井|小岩|西大島|新小岩,1
13,東京都,新小岩 メンズエステ,2900,shinkoiwa,/kameido/shinkoiwa-station/all/,station,unique,亀戸・小岩,亀戸|平井|小岩|西大島|大島,15
13,東京都,神田 メンズエステ,5400,kanda,/kanda/,parent,unique,神田,神保町|小川町,52
13,東京都,神保町 メンズエステ,880,jinbocho,/kanda/jinbocho-station/all/,station,unique,神田,神田|小川町,7
13,東京都,小川町 メンズエステ,90,ogawacho,/kanda/ogawacho-station/all/,station,unique,神田,神田|神保町,2
13,東京都,葛西 メンズエステ,5400,kasai,/kasai/,parent_absorbed,absorbed: /kasai/kasai-station/all/,葛西・西葛西,船堀|瑞江|西葛西|篠崎,52
13,東京都,船堀 メンズエステ,210,funabori,/kasai/funabori-station/all/,station,unique,葛西・西葛西,葛西|瑞江|西葛西|篠崎,1
13,東京都,瑞江 メンズエステ,210,mizue,/kasai/mizue-station/all/,station,unique,葛西・西葛西,葛西|船堀|西葛西|篠崎,3
13,東京都,西葛西 メンズエステ,2400,nishikasai,/kasai/nishikasai-station/all/,station,unique,葛西・西葛西,葛西|船堀|瑞江|篠崎,23
13,東京都,篠崎 メンズエステ,210,shinozaki,/kasai/shinozaki-station/all/,station,unique,葛西・西葛西,葛西|船堀|瑞江|西葛西,1
13,東京都,吉祥寺 メンズエステ,8100,kichijoji,/kichijoji/,parent_absorbed,absorbed: /kichijoji/kichijoji-station/all/,吉祥寺・三鷹,東小金井|三鷹|武蔵小金井|武蔵境,61
13,東京都,東小金井 メンズエステ,210,higashikoganei,/kichijoji/higashikoganei-station/all/,station,unique,吉祥寺・三鷹,吉祥寺|三鷹|武蔵小金井|武蔵境,1
13,東京都,三鷹 メンズエステ,2900,mitaka,/kichijoji/mitaka-station/all/,station,unique,吉祥寺・三鷹,吉祥寺|東小金井|武蔵小金井|武蔵境,17
13,東京都,武蔵小金井 メンズエステ,2400,musashikoganei,/kichijoji/musashikoganei-station/all/,station,unique,吉祥寺・三鷹,吉祥寺|東小金井|三鷹|武蔵境,16
13,東京都,武蔵境 メンズエステ,480,musashisakai,/kichijoji/musashisakai-station/all/,station,unique,吉祥寺・三鷹,吉祥寺|東小金井|三鷹|武蔵小金井,2
13,東京都,錦糸町 メンズエステ,14800,kinshicho,/kinshicho/,parent_absorbed,absorbed: /kinshicho/kinshicho-station/all/,錦糸町・押上・両国,本所吾妻橋|森下|押上|両国,73
13,東京都,本所吾妻橋 メンズエステ,70,honjoazumabashi,/kinshicho/honjoazumabashi-station/all/,station,unique,錦糸町・押上・両国,錦糸町|森下|押上|両国,1
13,東京都,森下 メンズエステ,210,morishita,/kinshicho/morishita-station/all/,station,unique,錦糸町・押上・両国,錦糸町|本所吾妻橋|押上|両国,1
13,東京都,押上 メンズエステ,880,oshiage,/kinshicho/oshiage-station/all/,station,unique,錦糸町・押上・両国,錦糸町|本所吾妻橋|森下|両国,2
13,東京都,両国 メンズエステ,1000,ryogoku,/kinshicho/ryogoku-station/all/,station,unique,錦糸町・押上・両国,錦糸町|本所吾妻橋|森下|押上,4
13,東京都,国分寺 メンズエステ,5400,kokubunji,/kokubunji/,parent_absorbed,absorbed: /kokubunji/kokubunji-station/all/,国分寺・国立,国立|西国分寺,38
13,東京都,国立 メンズエステ,210,kunitachi,/kokubunji/kunitachi-station/all/,station,unique,国分寺・国立,国分寺|西国分寺,1
13,東京都,西国分寺 メンズエステ,140,nishikokubunji,/kokubunji/nishikokubunji-station/all/,station,unique,国分寺・国立,国分寺|国立,2
13,東京都,久米川 メンズエステ,2400,kumegawa,/kumegawa/,parent_absorbed,absorbed: /kumegawa/kumegawa-station/all/,久米川・秋津,秋津|花小金井|東村山|一橋学園,27
13,東京都,秋津 メンズエステ,1000,akitsu,/kumegawa/akitsu-station/all/,station,unique,久米川・秋津,久米川|花小金井|東村山|一橋学園,5
13,東京都,花小金井 メンズエステ,480,hanakoganei,/kumegawa/hanakoganei-station/all/,station,unique,久米川・秋津,久米川|秋津|東村山|一橋学園,2
13,東京都,東村山 メンズエステ,720,higashimurayama,/kumegawa/higashimurayama-station/all/,station,unique,久米川・秋津,久米川|秋津|花小金井|一橋学園,7
13,東京都,一橋学園 メンズエステ,40,hitotsubashigakuen,/kumegawa/hitotsubashigakuen-station/all/,station,unique,久米川・秋津,久米川|秋津|花小金井|東村山,1
13,東京都,町田 メンズエステ,14800,machida,/machida/,parent_absorbed,absorbed: /machida/machida-station/all/,町田・鶴川,鶴川,72
13,東京都,鶴川 メンズエステ,210,tsurukawa,/machida/tsurukawa-station/all/,station,unique,町田・鶴川,町田,2
13,東京都,目黒 メンズエステ,3600,meguro,/meguro/,parent_absorbed,absorbed: /meguro/meguro-station/all/,目黒・武蔵小山,不動前|武蔵小山|西小山,31
13,東京都,不動前 メンズエステ,210,fudomae,/meguro/fudomae-station/all/,station,unique,目黒・武蔵小山,目黒|武蔵小山|西小山,2
13,東京都,武蔵小山 メンズエステ,1000,musashikoyama,/meguro/musashikoyama-station/all/,station,unique,目黒・武蔵小山,目黒|不動前|西小山,3
13,東京都,西小山 メンズエステ,90,nishikoyama,/meguro/nishikoyama-station/all/,station,unique,目黒・武蔵小山,目黒|不動前|武蔵小山,2
13,東京都,門前仲町 メンズエステ,4400,monnaka,/monnaka/,parent_absorbed,absorbed: /monnaka/monzennakacho-station/all/,門前仲町・東陽町,木場|東陽町,50
13,東京都,木場 メンズエステ,590,kiba,/monnaka/kiba-station/all/,station,unique,門前仲町・東陽町,門前仲町|東陽町,3
13,東京都,東陽町 メンズエステ,720,toyocho,/monnaka/toyocho-station/all/,station,unique,門前仲町・東陽町,門前仲町|木場,5
13,東京都,中野 メンズエステ,8100,nakano,/nakano/,parent_absorbed,absorbed: /nakano/nakano-station/all/,中野・高円寺,東高円寺|東中野|方南町|高円寺|中野坂上,69
13,東京都,東高円寺 メンズエステ,70,higashikoenji,/nakano/higashikoenji-station/all/,station,unique,中野・高円寺,中野|東中野|方南町|高円寺|中野坂上,1
13,東京都,東中野 メンズエステ,590,higashinakano,/nakano/higashinakano-station/all/,station,unique,中野・高円寺,中野|東高円寺|方南町|高円寺|中野坂上,6
13,東京都,方南町 メンズエステ,320,honancho,/nakano/honancho-station/all/,station,unique,中野・高円寺,中野|東高円寺|東中野|高円寺|中野坂上,2
13,東京都,高円寺 メンズエステ,3600,koenji,/nakano/koenji-station/all/,station,unique,中野・高円寺,中野|東高円寺|東中野|方南町|中野坂上,20
13,東京都,中野坂上 メンズエステ,590,nakanosakaue,/nakano/nakanosakaue-station/all/,station,unique,中野・高円寺,中野|東高円寺|東中野|方南町|高円寺,3
13,東京都,中野新橋 メンズエステ,110,nakanoshinbashi,/nakano/nakanoshinbashi-station/all/,station,unique,中野・高円寺,中野|東高円寺|東中野|方南町|高円寺,1
13,東京都,新高円寺 メンズエステ,260,shinkoenji,/nakano/shinkoenji-station/all/,station,unique,中野・高円寺,中野|東高円寺|東中野|方南町|高円寺,2
13,東京都,江古田 メンズエステ,320,ekoda,/nerima/ekoda-station/all/,station,unique,西武池袋線・練馬・江古田,西武池袋線|中村橋|練馬|大泉学園|桜台,2
13,東京都,中村橋 メンズエステ,140,nakamurabashi,/nerima/nakamurabashi-station/all/,station,unique,西武池袋線・練馬・江古田,西武池袋線|江古田|練馬|大泉学園|桜台,1
13,東京都,練馬 メンズエステ,8100,nerima,/nerima/nerima-station/all/,station,unique,西武池袋線・練馬・江古田,西武池袋線|江古田|中村橋|大泉学園|桜台,35
13,東京都,大泉学園 メンズエステ,2400,oizumigakuen,/nerima/oizumigakuen-station/all/,station,unique,西武池袋線・練馬・江古田,西武池袋線|江古田|中村橋|練馬|桜台,6
13,東京都,桜台 メンズエステ,110,sakuradai,/nerima/sakuradai-station/all/,station,unique,西武池袋線・練馬・江古田,西武池袋線|江古田|中村橋|練馬|大泉学園,2
13,東京都,石神井公園 メンズエステ,720,shakujiikoen,/nerima/shakujiikoen-station/all/,station,unique,西武池袋線・練馬・江古田,西武池袋線|江古田|中村橋|練馬|大泉学園,12
13,東京都,日本橋 メンズエステ,12100,nihonbashi,/nihonbashi/,parent_cross_pref,"cross_prefecture, absorbed: /nihonbashi/nihonbashi-station/all/",日本橋・茅場町,馬喰町|茅場町|小伝馬町|水天宮前,72
13,東京都,馬喰町 メンズエステ,590,bakurocho,/nihonbashi/bakurocho-station/all/,station,unique,日本橋・茅場町,日本橋|茅場町|小伝馬町|水天宮前,21
13,東京都,茅場町 メンズエステ,1300,kayabacho,/nihonbashi/kayabacho-station/all/,station,unique,日本橋・茅場町,日本橋|馬喰町|小伝馬町|水天宮前,28
13,東京都,小伝馬町 メンズエステ,210,kodenmacho,/nihonbashi/kodenmacho-station/all/,station,unique,日本橋・茅場町,日本橋|馬喰町|茅場町|水天宮前,1
13,東京都,水天宮前 メンズエステ,140,suitengumae,/nihonbashi/suitengumae-station/all/,station,unique,日本橋・茅場町,日本橋|馬喰町|茅場町|小伝馬町,18
13,東京都,鶯谷 メンズエステ,2400,nippori,/nippori/,parent_absorbed,absorbed: /nippori/uguisudani-station/all/,鶯谷・日暮里,入谷|町屋|三ノ輪|日暮里,52
13,東京都,入谷 メンズエステ,170,iriya,/nippori/iriya-station/all/,station,unique,鶯谷・日暮里,鶯谷|町屋|三ノ輪|日暮里,1
13,東京都,町屋 メンズエステ,320,machiya,/nippori/machiya-station/all/,station,unique,鶯谷・日暮里,鶯谷|入谷|三ノ輪|日暮里,3
13,東京都,三ノ輪 メンズエステ,260,minowa,/nippori/minowa-station/all/,station,unique,鶯谷・日暮里,鶯谷|入谷|町屋|日暮里,3
